t_sensor,accel_mag,label_true,t,motion_proxy
0.675,10.11035888754679,idle,0.675,9.9384896370301
0.68,9.83827787887687,idle,0.68,9.9384896370301
0.685,9.715020886471166,idle,0.685,9.9384896370301
0.69,9.75336547421508,idle,0.69,9.9384896370301
0.6950000000000001,9.64632808235712,idle,0.6950000000000001,9.9384896370301
0.7,9.61834797504201,idle,0.7,9.9384896370301
0.7050000000000001,9.904561723615236,idle,0.7050000000000001,9.325508239353804
0.71,9.89717487186192,idle,0.71,9.325508239353804
0.7150000000000001,10.004183822916168,idle,0.7150000000000001,9.325508239353804
0.72,9.69680913131101,idle,0.72,9.325508239353804
0.7250000000000001,10.06336611786655,idle,0.7250000000000001,9.325508239353804
0.73,9.7668918438287,idle,0.73,9.325508239353804
0.7350000000000001,10.046161241826688,idle,0.7350000000000001,9.325508239353804
0.74,9.74508212292261,idle,0.74,9.480860858588574
0.745,9.699677506148658,idle,0.745,9.480860858588574
0.75,9.8474678057338,idle,0.75,9.480860858588574
0.755,9.964717962730422,idle,0.755,9.480860858588574
0.76,9.834151436507302,idle,0.76,9.480860858588574
0.765,9.7221706763815,idle,0.765,9.480860858588574
0.77,9.6088170428885,idle,0.77,9.480860858588574
0.775,9.599771967762386,idle,0.775,9.175874938895143
0.78,9.88540242748123,idle,0.78,9.175874938895143
0.785,9.95845695499287,idle,0.785,9.175874938895143
0.79,9.785355811106207,idle,0.79,9.175874938895143
0.795,9.648845271265737,idle,0.795,9.175874938895143
0.8,9.940956322893255,idle,0.8,9.175874938895143
0.805,9.617940908292814,idle,0.805,9.733550824571914
0.81,9.70303978574111,idle,0.81,9.733550824571914
0.815,9.903152678031017,idle,0.815,9.733550824571914
0.8200000000000001,9.472478823963812,idle,0.8200000000000001,9.733550824571914
0.825,9.867955439634946,idle,0.825,9.733550824571914
0.8300000000000001,9.722753874538576,idle,0.8300000000000001,9.733550824571914
0.835,9.826391954621672,idle,0.835,9.733550824571914
0.8400000000000001,9.798644771066876,idle,0.8400000000000001,9.601528984774513
0.845,9.840317159256594,idle,0.845,9.601528984774513
0.8500000000000001,9.914125790506052,idle,0.8500000000000001,9.601528984774513
0.855,9.69624453736524,idle,0.855,9.601528984774513
0.8600000000000001,10.023147303346787,idle,0.8600000000000001,9.601528984774513
0.865,9.918914068342165,idle,0.865,9.601528984774513
0.87,9.936559899345491,idle,0.87,9.601528984774513
0.875,9.984729597166655,idle,0.875,9.989422244330193
0.88,9.92813823325588,idle,0.88,9.989422244330193
0.885,9.936611802086787,idle,0.885,9.989422244330193
0.89,9.821339041611433,idle,0.89,9.989422244330193
0.895,9.59598392235154,idle,0.895,9.989422244330193
0.9,9.769486469988896,flip,0.9,9.989422244330193
0.905,9.57914560794699,flip,0.905,9.26909029189994
0.91,9.383177469445377,flip,0.91,9.26909029189994
0.915,9.887535837273896,flip,0.915,9.26909029189994
0.92,9.639435163755708,flip,0.92,9.26909029189994
0.925,9.501058668596562,flip,0.925,9.26909029189994
0.93,9.49709967597853,flip,0.93,9.26909029189994
0.935,9.890525123912674,flip,0.935,9.26909029189994
0.94,9.917601584751104,flip,0.94,9.547749196582725
0.945,10.20673724093005,flip,0.945,9.547749196582725
0.95,9.805825599442771,flip,0.95,9.547749196582725
0.955,10.122551927763848,flip,0.955,9.547749196582725
0.96,10.230679448031758,flip,0.96,9.547749196582725
0.965,10.155049690844908,flip,0.965,9.547749196582725
0.97,9.100408828116908,flip,0.97,9.547749196582725
0.975,10.178605115761028,flip,0.975,9.554398995018456
0.98,9.911886002474594,flip,0.98,9.554398995018456
0.985,9.937131405856004,flip,0.985,9.554398995018456
0.99,9.921368225320878,flip,0.99,9.554398995018456
0.995,9.92482714808123,flip,0.995,9.554398995018456
1.0,9.905824266075715,flip,1.0,9.554398995018456
1.005,9.702326007438414,flip,1.005,9.60412630791397
1.01,9.239509410487202,flip,1.01,9.60412630791397
1.015,9.777325581627773,flip,1.015,9.60412630791397
1.02,9.568880445443796,flip,1.02,9.60412630791397
1.025,10.134049023761364,flip,1.025,9.60412630791397
1.03,9.723370048201389,flip,1.03,9.60412630791397
1.035,9.835042606832104,flip,1.035,9.60412630791397
1.04,9.555118213316955,flip,1.04,10.318581351508923
1.045,9.656813259630562,flip,1.045,10.318581351508923
1.05,9.806540081494024,flip,1.05,10.318581351508923
1.055,9.364387444720936,flip,1.055,10.318581351508923
1.06,9.900205534288382,flip,1.06,10.318581351508923
1.065,9.778178323965676,flip,1.065,10.318581351508923
1.07,9.45428405849843,flip,1.07,9.778836355817829
1.075,9.090530140380668,flip,1.075,9.778836355817829
1.08,9.963915640164092,flip,1.08,9.778836355817829
1.085,9.720724788317002,flip,1.085,9.778836355817829
1.09,9.650997476034552,flip,1.09,9.778836355817829
1.095,9.739153611044118,flip,1.095,9.778836355817829
1.1,10.354942782264343,flip,1.1,9.778836355817829
1.105,9.795059709282109,flip,1.105,11.213609159974784
1.11,9.835985778896562,flip,1.11,11.213609159974784
1.115,9.36387813909738,flip,1.115,11.213609159974784
1.12,10.30420171990683,flip,1.12,11.213609159974784
1.125,10.08524639503329,flip,1.125,11.213609159974784
1.13,10.130080460101556,flip,1.13,11.213609159974784
1.135,9.824301819363503,flip,1.135,11.213609159974784
1.14,10.08499643664738,flip,1.14,10.242909273341802
1.145,9.921284050528325,flip,1.145,10.242909273341802
1.15,9.993956723357702,flip,1.15,10.242909273341802
1.155,9.764342112477513,flip,1.155,10.242909273341802
1.16,9.367833615587411,flip,1.16,10.242909273341802
1.165,10.118656304340956,flip,1.165,10.242909273341802
1.17,9.229512109017088,flip,1.17,10.242909273341802
1.175,9.73801899862259,flip,1.175,9.970655471209016
1.1800000000000002,9.748643253480102,flip,1.1800000000000002,9.970655471209016
1.185,9.497141957704647,flip,1.185,9.970655471209016
1.19,9.993936940900976,flip,1.19,9.970655471209016
1.195,9.74990108957713,flip,1.195,9.970655471209016
1.2,9.678939502320816,flip,1.2,9.970655471209016
1.205,9.965952519293293,flip,1.205,10.181308207883532
1.21,9.667026287832476,flip,1.21,10.181308207883532
1.215,10.226693992451493,flip,1.215,10.181308207883532
1.22,9.915436522856195,flip,1.22,10.181308207883532
1.225,9.667700103949668,flip,1.225,10.181308207883532
1.23,9.226720507204336,flip,1.23,10.181308207883532
1.235,9.417674040929656,flip,1.235,10.181308207883532
1.24,10.136049235430509,flip,1.24,9.822605903415578
1.245,9.794818781066596,flip,1.245,9.822605903415578
1.25,9.72506248029614,flip,1.25,9.822605903415578
1.255,10.30297548427281,flip,1.255,9.822605903415578
1.26,9.42520522677783,flip,1.26,9.822605903415578
1.265,9.634302660047592,flip,1.265,9.822605903415578
1.27,9.668223696972456,flip,1.27,9.822605903415578
1.275,9.98590118445939,flip,1.275,8.997555531116998
1.28,9.610939440508789,flip,1.28,8.997555531116998
1.285,9.625974645415791,flip,1.285,8.997555531116998
1.29,9.328455180934466,flip,1.29,8.997555531116998
1.295,10.028804821205355,flip,1.295,8.997555531116998
1.3,10.051841807554506,flip,1.3,8.997555531116998
1.3050000000000002,9.667086975779652,flip,1.3050000000000002,9.73024999107094
1.31,9.85900198366239,flip,1.31,9.73024999107094
1.315,9.4222061631722,flip,1.315,9.73024999107094
1.32,9.66845605357773,flip,1.32,9.73024999107094
1.325,10.223385285816756,flip,1.325,9.73024999107094
1.33,9.85071922022014,flip,1.33,9.73024999107094
1.335,10.503109046038768,flip,1.335,9.73024999107094
1.34,9.573842177352851,flip,1.34,10.19534623216965
1.345,9.984085325017292,flip,1.345,10.19534623216965
1.35,9.75134825165007,flip,1.35,10.19534623216965
1.355,9.979745354048427,flip,1.355,10.19534623216965
1.36,9.807836592102374,flip,1.36,10.19534623216965
1.365,9.641640566877252,flip,1.365,10.19534623216965
1.37,9.549714970703487,flip,1.37,9.72517988999345
1.375,10.729811021714667,flip,1.375,9.72517988999345
1.38,9.786796482082735,flip,1.38,9.72517988999345
1.385,9.205001792930029,flip,1.385,9.72517988999345
1.39,9.615419817629,flip,1.39,9.72517988999345
1.395,10.0134119181372,flip,1.395,9.72517988999345
1.4,9.659997470044576,flip,1.4,9.72517988999345
1.405,10.218133860745578,flip,1.405,9.77254072337699
1.41,10.110719481853188,flip,1.41,9.77254072337699
1.415,9.76429840925273,flip,1.415,9.77254072337699
1.42,9.668335217167188,flip,1.42,9.77254072337699
1.425,9.508559697891693,flip,1.425,9.77254072337699
1.4300000000000002,9.600010037306005,flip,1.4300000000000002,9.77254072337699
1.435,9.368057077600312,flip,1.435,9.77254072337699
1.44,10.171318887459924,flip,1.44,8.828017077842475
1.445,10.28721023613782,flip,1.445,8.828017077842475
1.4500000000000002,9.43315857908168,flip,1.4500000000000002,8.828017077842475
1.455,9.45549510729406,flip,1.455,8.828017077842475
1.46,9.279446442873926,flip,1.46,8.828017077842475
1.465,9.520843730780348,flip,1.465,8.828017077842475
1.47,8.878098959615013,flip,1.47,8.828017077842475
1.475,9.467316313010423,flip,1.475,9.457603870247675
1.48,10.199074619940156,flip,1.48,9.457603870247675
1.485,9.706298241160662,flip,1.485,9.457603870247675
1.49,10.066375270456025,flip,1.49,9.457603870247675
1.495,9.663309280847386,flip,1.495,9.457603870247675
1.5,10.338200189097938,flip,1.5,9.457603870247675
1.505,9.869765394904158,flip,1.505,10.517205122912507
1.51,9.695399312356956,flip,1.51,10.517205122912507
1.515,10.575727207611324,flip,1.515,10.517205122912507
1.52,9.71265844311437,flip,1.52,10.517205122912507
1.525,9.44363299508216,flip,1.525,10.517205122912507
1.53,9.870573000588031,flip,1.53,10.517205122912507
1.535,9.798349488432578,flip,1.535,10.517205122912507
1.54,10.129897365949882,flip,1.54,9.46272317335427
1.545,9.533509822650675,flip,1.545,9.46272317335427
1.55,10.051415079443954,flip,1.55,9.46272317335427
1.5550000000000002,10.065824541172834,flip,1.5550000000000002,9.46272317335427
1.56,9.609693812422227,flip,1.56,9.46272317335427
1.565,9.85897320173005,flip,1.565,9.46272317335427
1.57,9.560774413004747,flip,1.57,9.292225719691418
1.5750000000000002,10.513742422421371,flip,1.5750000000000002,9.292225719691418
1.58,9.598758132451334,flip,1.58,9.292225719691418
1.585,9.674077671481038,flip,1.585,9.292225719691418
1.59,9.490248611098528,flip,1.59,9.292225719691418
1.595,9.706163682772903,flip,1.595,9.292225719691418
1.6,9.808237422801254,flip,1.6,9.292225719691418
1.605,10.040337520788633,flip,1.605,10.036371580053904
1.61,9.626856529114573,flip,1.61,10.036371580053904
1.615,9.754275617523875,flip,1.615,10.036371580053904
1.62,9.385076290478686,flip,1.62,10.036371580053904
1.625,9.561844739079262,flip,1.625,10.036371580053904
1.63,10.63691943988839,flip,1.63,10.036371580053904
1.635,10.122832084618356,flip,1.635,10.036371580053904
1.64,9.57671103189078,flip,1.64,10.117112894756502
1.645,9.411480454961188,flip,1.645,10.117112894756502
1.65,9.523450598979911,flip,1.65,10.117112894756502
1.655,9.81678925122974,flip,1.655,10.117112894756502
1.66,9.848030671152255,flip,1.66,10.117112894756502
1.665,9.64154910972884,flip,1.665,10.117112894756502
1.67,9.528290919566782,flip,1.67,10.117112894756502
1.675,10.426294187052036,flip,1.675,9.943744338480832
1.6800000000000002,10.275284166216975,flip,1.6800000000000002,9.943744338480832
1.685,10.246432637071504,flip,1.685,9.943744338480832
1.69,10.617529872352629,flip,1.69,9.943744338480832
1.695,10.981907661915107,flip,1.695,9.943744338480832
1.7000000000000002,10.86825540615614,flip,1.7000000000000002,9.943744338480832
1.705,12.547725118589112,flip,1.705,11.273268277198843
1.71,13.093569532667772,flip,1.71,11.273268277198843
1.715,14.10817536561057,flip,1.715,11.273268277198843
1.72,15.231189674307412,flip,1.72,11.273268277198843
1.725,16.584133068643602,flip,1.725,11.273268277198843
1.73,16.7807011244333,flip,1.73,11.273268277198843
1.735,17.204508443952992,flip,1.735,11.273268277198843
1.74,18.001955622551712,flip,1.74,17.213709917001786
1.745,17.8611035532471,flip,1.745,17.213709917001786
1.75,16.84418025461735,flip,1.75,17.213709917001786
1.755,16.53316185741812,flip,1.755,17.213709917001786
1.76,15.335778666800117,flip,1.76,17.213709917001786
1.765,14.499368308286504,flip,1.765,17.213709917001786
1.77,13.036444771556877,flip,1.77,17.213709917001786
1.775,12.762894905269608,flip,1.775,13.43807110425973
1.78,12.110046726196249,flip,1.78,13.43807110425973
1.785,11.331888770340663,flip,1.785,13.43807110425973
1.79,10.851230223205995,flip,1.79,13.43807110425973
1.795,9.22712049610507,flip,1.795,13.43807110425973
1.8,10.217967455548532,flip,1.8,13.43807110425973
1.805,9.99194704046974,flip,1.805,9.861660699944215
1.81,9.870149607534175,flip,1.81,9.861660699944215
1.815,9.675683893016792,flip,1.815,9.861660699944215
1.82,9.854221827118568,flip,1.82,9.861660699944215
1.825,9.94693173062236,flip,1.825,9.861660699944215
1.83,9.736988999997624,flip,1.83,9.861660699944215
1.835,9.673702385506711,flip,1.835,9.861660699944215
1.84,10.180064387675758,flip,1.84,8.96287876742182
1.845,9.478848994929178,flip,1.845,8.96287876742182
1.85,10.119223731752768,flip,1.85,8.96287876742182
1.855,9.863109146228268,flip,1.855,8.96287876742182
1.86,9.56873140681817,flip,1.86,8.96287876742182
1.865,9.723013236304558,flip,1.865,8.96287876742182
1.87,9.53400444209062,flip,1.87,9.456255650587408
1.875,10.012520135708057,flip,1.875,9.456255650587408
1.88,9.914370759401466,flip,1.88,9.456255650587408
1.885,9.642961212778904,flip,1.885,9.456255650587408
1.89,9.479334527971274,flip,1.89,9.456255650587408
1.895,9.900514832631972,flip,1.895,9.456255650587408
1.9,10.097215683187963,flip,1.9,9.456255650587408
1.905,9.775849095454609,flip,1.905,9.741275774435836
1.91,9.935505750327817,flip,1.91,9.741275774435836
1.915,9.697191854848324,flip,1.915,9.741275774435836
1.92,9.83027076180558,flip,1.92,9.741275774435836
1.925,9.72261512658244,flip,1.925,9.741275774435836
1.93,9.8982126428926,flip,1.93,9.741275774435836
1.935,9.357068246089302,flip,1.935,9.741275774435836
1.94,10.003257156956913,flip,1.94,10.16286405205478
1.945,9.741020255519006,flip,1.945,10.16286405205478
1.95,9.917582420294815,flip,1.95,10.16286405205478
1.955,9.707906961760138,flip,1.955,10.16286405205478
1.96,9.906108356812233,flip,1.96,10.16286405205478
1.965,9.488231158761325,flip,1.965,10.16286405205478
1.97,10.16674632374654,flip,1.97,10.16286405205478
1.975,9.298936623708812,flip,1.975,9.97237663070556
1.98,9.498228355566244,flip,1.98,9.97237663070556
1.985,9.88069982086189,flip,1.985,9.97237663070556
1.99,10.248852685555374,flip,1.99,9.97237663070556
1.995,9.89343789054241,flip,1.995,9.97237663070556
2.0,9.735627463416275,flip,2.0,9.97237663070556
2.005,9.38247295702702,flip,2.005,9.636189534978618
2.01,9.75261700067096,flip,2.01,9.636189534978618
2.015,9.804036896687371,flip,2.015,9.636189534978618
2.02,10.31717059360182,flip,2.02,9.636189534978618
2.025,9.996637566481736,flip,2.025,9.636189534978618
2.03,9.351272137521466,flip,2.03,9.636189534978618
2.035,10.418033728572958,flip,2.035,9.636189534978618
2.04,9.691497037350365,flip,2.04,9.574345917700644
2.045,9.546162085588705,flip,2.045,9.574345917700644
2.05,10.252446795626074,flip,2.05,9.574345917700644
2.055,9.79507327191091,flip,2.055,9.574345917700644
2.06,9.69977922018657,flip,2.06,9.574345917700644
2.065,9.87563579668057,flip,2.065,9.574345917700644
2.07,10.063466634112716,flip,2.07,9.574345917700644
2.075,10.108000861334896,flip,2.075,10.660505751824733
2.08,9.397439279984178,flip,2.08,10.660505751824733
2.085,10.40954444108152,flip,2.085,10.660505751824733
2.09,10.094058476398688,flip,2.09,10.660505751824733
2.095,9.696239681396056,flip,2.095,10.660505751824733
2.1,9.564402044543575,flip,2.1,10.660505751824733
2.105,9.51929627077254,flip,2.105,9.21364186463525
2.11,9.847013531272856,flip,2.11,9.21364186463525
2.115,9.615595111743112,flip,2.115,9.21364186463525
2.12,9.580537810414045,flip,2.12,9.21364186463525
2.125,10.05337632148249,flip,2.125,9.21364186463525
2.13,9.919370203147896,flip,2.13,9.21364186463525
2.135,9.691628622472887,flip,2.135,9.21364186463525
2.14,10.030274278855613,flip,2.14,8.961344327778004
2.145,10.220213587891704,flip,2.145,8.961344327778004
2.15,9.481651106211109,flip,2.15,8.961344327778004
2.155,9.629012434757326,flip,2.155,8.961344327778004
2.16,10.092786552065965,flip,2.16,8.961344327778004
2.165,10.025682169744517,flip,2.165,8.961344327778004
2.17,9.8780096569314,flip,2.17,9.675598367419887
2.175,10.158726356267538,flip,2.175,9.675598367419887
2.18,9.483536481264272,flip,2.18,9.675598367419887
2.185,9.36625864986867,flip,2.185,9.675598367419887
2.19,9.550047792816931,flip,2.19,9.675598367419887
2.195,9.846763228660812,flip,2.195,9.675598367419887
2.2,9.57117396747147,flip,2.2,9.675598367419887
2.205,9.663834553072594,flip,2.205,8.9948689965903
2.21,9.51749996426991,flip,2.21,8.9948689965903
2.215,9.62387125662153,flip,2.215,8.9948689965903
2.22,9.508563834302102,flip,2.22,8.9948689965903
2.225,9.920239861723685,flip,2.225,8.9948689965903
2.23,10.048467320394966,flip,2.23,8.9948689965903
2.235,9.665866218144537,flip,2.235,8.9948689965903
2.24,9.747820261358797,flip,2.24,10.120091391124545
2.245,9.635690228246428,flip,2.245,10.120091391124545
2.25,9.969375364690857,flip,2.25,10.120091391124545
2.255,9.836716811621766,flip,2.255,10.120091391124545
2.26,10.288247070101464,flip,2.26,10.120091391124545
2.265,9.48135838900874,flip,2.265,10.120091391124545
2.27,9.918750749757317,flip,2.27,9.216498711837584
2.275,9.943197419894002,flip,2.275,9.216498711837584
2.28,9.70186794870273,flip,2.28,9.216498711837584
2.285,9.985060238214825,flip,2.285,9.216498711837584
2.29,9.378443205302869,flip,2.29,9.216498711837584
2.295,10.445640909218795,flip,2.295,9.216498711837584
2.3,9.407386664014068,flip,2.3,9.216498711837584
2.305,10.085942178169496,flip,2.305,9.612306752614437
2.31,9.473663196318231,flip,2.31,9.612306752614437
2.315,10.155264909369526,flip,2.315,9.612306752614437
2.32,9.6945677920173,flip,2.32,9.612306752614437
2.325,9.857526872148664,flip,2.325,9.612306752614437
2.33,9.82600312671202,flip,2.33,9.612306752614437
2.335,10.140220228507438,flip,2.335,9.612306752614437
2.34,9.713535764957122,flip,2.34,10.637666629391797
2.345,8.919844887004817,flip,2.345,10.637666629391797
2.35,9.58198236298067,flip,2.35,10.637666629391797
2.355,9.865113696926684,flip,2.355,10.637666629391797
2.36,9.677859538538922,flip,2.36,10.637666629391797
2.365,10.04094625539624,flip,2.365,10.637666629391797
2.37,10.11459809879234,flip,2.37,10.637666629391797
2.375,9.765668457030058,flip,2.375,9.697515038470009
2.38,9.363106381685247,flip,2.38,9.697515038470009
2.385,10.225249533001769,flip,2.385,9.697515038470009
2.39,10.134916050032048,flip,2.39,9.697515038470009
2.395,9.720242659719894,flip,2.395,9.697515038470009
2.4,10.442486523417829,flip,2.4,9.697515038470009
2.405,9.705337361972202,flip,2.405,10.395315339072898
2.41,9.468864083874488,flip,2.41,10.395315339072898
2.415,9.763237969874698,flip,2.415,10.395315339072898
2.42,10.133350114651732,flip,2.42,10.395315339072898
2.425,9.528763967237246,flip,2.425,10.395315339072898
2.43,10.395367523323037,flip,2.43,10.395315339072898
2.435,9.541042135628384,flip,2.435,10.395315339072898
2.44,10.096326682914372,flip,2.44,10.589424469853135
2.445,9.973338712260954,flip,2.445,10.589424469853135
2.45,9.763782882125154,flip,2.45,10.589424469853135
2.455,10.134159893615328,flip,2.455,10.589424469853135
2.46,9.360060363339542,flip,2.46,10.589424469853135
2.465,10.217271536079958,flip,2.465,10.589424469853135
2.47,9.790894791308927,flip,2.47,9.967959294188343
2.475,9.647269425040946,flip,2.475,9.967959294188343
2.48,10.034752214412023,flip,2.48,9.967959294188343
2.485,10.127969704079774,flip,2.485,9.967959294188343
2.49,10.040938629187083,flip,2.49,9.967959294188343
2.495,10.409851146313496,flip,2.495,9.967959294188343
2.5,10.13421782281503,flip,2.5,9.967959294188343
2.505,10.195051989726124,flip,2.505,10.031576397598013
2.51,9.648040818847043,flip,2.51,10.031576397598013
2.515,9.84195713311861,flip,2.515,10.031576397598013
2.52,9.978894774697658,flip,2.52,10.031576397598013
2.525,9.804677328989012,flip,2.525,10.031576397598013
2.53,9.900490569951971,flip,2.53,10.031576397598013
2.535,9.93783142984037,flip,2.535,10.031576397598013
